numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
348,1.0,Restaurants,paralegal,2.75,empty,law offices of martin l lerner,fordham university,2
327,2.0,Primary/Secondary Education,teaching,3.08,Bachelor,stanford university school of medicine,columbia university,2
225,6.0,Hospital & Health Care,business strategy,3.33,MBA,freelance,columbia business school,2
234,4.0,Public Relations & Communications,public affairs,7.41,Master,arch street communications,brandeis university,2
227,1.0,Performing Arts,events,0.41,Master,new york city ballet,new york university,2
246,1.0,Government Administration,phlebotomist,1.84,Bachelor,eye care associates of princeton,rutgers university new brunswick,2
336,3.0,Financial Services,it business analyst,5.5,Bachelor,northwestern mutual,osun state university,2
169,2.0,Hospital & Health Care,physician,1.34,empty,henry ford health,deccan college of medical sciences,2
271,5.0,Marketing & Advertising,marketing consultant,9.08,Master,bristol myers squibb,health lens school of heamodialys technology stuɗies,2
190,5.0,Financial Services,officer,15.33,MBA,bny mellon,st john s university,2
215,1.0,Internet,web designer,3.17,Master,buffalo river events center,fashion institute of technology,2
286,4.0,Financial Services,project finance,11.9,Master,weill cornell medicine,hunter college,2
338,2.0,Hospital & Health Care,occupational therapist,15.5,Master,guttenberg school district,monmouth university,2
243,1.0,Higher Education,journalist,5.34,Master,freelance,hunter college,2
334,1.0,Higher Education,student worker,22.76,empty,commonpoint,stuyvesant high school,2
192,1.0,Marketing & Advertising,community,2.67,Bachelor,roots marketing agency,rutgers university new brunswick,2
342,2.0,Biotechnology,teaching,11.07,Doctor,the rockefeller university,new york university,2
362,4.0,Information Technology & Services,delivery,10.92,MBA,surf,samara state university of economics,2
154,5.0,Information Technology & Services,consultant project,30.0,Bachelor,ibm,new york university,2
274,1.0,Human Resources,cna,0.67,High School,select human services inc,trinity college hartford,2
173,4.0,Computer Software,business development consultant,4.5,Bachelor,1businessworld,long island university,2
158,1.0,Design,education,15.99,Master,berkeley college,fashion institute of technology,2
185,1.0,Staffing & Recruiting,medical,7.16,Bachelor,schweiger dermatology group,lafayette college,2
182,2.0,Retail,substitute teacher,2.5,Bachelor,bergen community college,rutgers university,2
312,3.0,Apparel & Fashion,design,1.92,empty,macy s,clark atlanta university,2
222,3.0,Medical Practice,physician,5.67,Doctor,mount sinai health system,saba university school of medicine,2
339,3.0,Hospital & Health Care,strategic,3.0,Master,memorial sloan kettering cancer center,duke university school of medicine,2
358,4.0,Computer Software,consulting,1.08,Bachelor,intent hq ai company of the year,nyu tandon school of engineering,2
271,6.0,Management Consulting,substitute teacher,16.91,Doctor,boston consulting group bcg,university of wisconsin madison,2
382,3.0,Financial Services,programmer analyst,29.5,empty,bloomberg lp,university of waterloo,2
247,1.0,Investment Management,spring,1.58,Bachelor,centersquare investment management,new york university,2
281,1.0,Primary/Secondary Education,communications,0.42,empty,asian american arts alliance,the bronx high school of science,2
304,3.0,Non-profit Organization Management,physician,7.16,Doctor,montefiore health system,umass chan medical school,2
318,1.0,Sports,lifeguard,2.25,Bachelor,suny new paltz,suny new paltz,2
220,3.0,Hospital & Health Care,clinical,13.16,Doctor,nyu langone health,capella university,2
157,1.0,Higher Education,teaching,2.58,Bachelor,ccny grove school of engineering,the city college of new york,2
256,1.0,Information Technology & Services,teaching,0.08,Bachelor,google,baruch college,2
230,3.0,Marketing & Advertising,photo,0.08,Master,the working assembly,school of visual arts,2
231,1.0,Renewables & Environment,student worker,6.09,Bachelor,nyc department of buildings,barnard college,2
394,2.0,Restaurants,social media,4.67,Bachelor,delta zeta sorority,university of rhode island,2
276,1.0,Design,social media marketing,1.91,Bachelor,hype audio hub,new york university,2
250,1.0,Events Services,event,0.5,Bachelor,anm comms,fashion institute of technology,2
182,5.0,Government Administration,education,5.5,Bachelor,alliance for positive change,the city college of new york,2
229,1.0,Architecture & Planning,makeup artist,6.08,Bachelor,maybelline new york,fordham university,2
184,1.0,Management Consulting,nanny,0.17,empty,wyckoff family ymca,penn state university,2
259,1.0,Computer Software,teaching,0.66,empty,nyu tandon school of engineering,nyu tandon school of engineering,2
312,4.0,E-learning,student,6.33,Doctor,delta theta phi law fraternity international,touro university jacob d fuchsberg law center,2
405,4.0,Management Consulting,data scientist,5.49,Master,ekimetrics,edhec business school,2
249,3.0,Banking,realtor,7.33,Bachelor,banco bradesco,seton hall university,2
198,2.0,Fine Art,graphic design,4.91,Master,heritage auctions,sciences po,2
282,3.0,Research,research,13.17,Doctor,columbia university in the city of new york,pontificia universidad católica de chile,2
288,2.0,Government Administration,research analyst,11.16,Master,nyc department of health and mental hygiene,university of california san francisco,2
215,1.0,Medical Practice,optician,1.17,High School,texas state optical tso,new york university,2
166,1.0,Computer Software,human resources administrator,3.41,Bachelor,jcdecaux,binus university,2
152,2.0,Information Technology & Services,engineer,3.17,Bachelor,proautomated,the college of new jersey,2
216,1.0,Insurance,digital account,13.75,Bachelor,berkshire hathaway guard insurance companies,front range community college,2
283,6.0,Banking,systems architect,26.91,empty,santander corporate investment banking,universidad de la salle,2
307,4.0,Marketing & Advertising,media planner,8.92,Bachelor,itn networks,penn state university,2
213,4.0,Performing Arts,artist,1.5,empty,la scène watteau théâtre de nogent sur marne,ailey,2
201,1.0,Museums & Institutions,ambassador,6.0,High School,japan us friendship comission,wesleyan university,2
243,5.0,Financial Services,recruitment,1.84,Bachelor,usc core consulting group,university of southern california,2
162,2.0,Accounting,social worker,10.5,MBA,queens college,zicklin school of business,2
298,5.0,Hospital & Health Care,substitute teacher,21.75,Doctor,medachieve,touro college of osteopathic medicine,2
409,1.0,Performing Arts,teacher,4.43,Bachelor,sagittarian spin,pitzer college,2
165,6.0,Information Technology & Services,business systems analyst,2.0,empty,wells fargo,st john s university the peter j tobin college of business,2
164,1.0,Retail,retail salesperson,0.0,Bachelor,once upon a child randolph,fashion institute of technology,2
239,1.0,Individual & Family Services,research,8.0,Master,columbia school of social work,columbia school of social work,2
316,2.0,Financial Services,compliance analyst,9.33,Bachelor,bayview asset management llc,princeton university,2
293,4.0,Retail Apparel and Fashion,production,6.0,empty,tory burch,university of scranton,2
309,1.0,Research,teaching,0.25,High School,temple beth el early childhood center,university of wisconsin madison,2
197,2.0,Research,researcher,6.51,Doctor,nyu langone health,université rennes 2,2
286,2.0,Research,research scientist,10.83,Doctor,nyu langone health,université paris saclay,2
262,1.0,Marketing & Advertising,marketing coordinator,4.33,Bachelor,optimum,s i newhouse school of public communications at syracuse university,2
241,5.0,Hospital & Health Care,physician,7.5,Doctor,scribeamerica,joan sanford i weill medical college of cornell university,2
348,1.0,Law Practice,law,10.75,Bachelor,polsinelli,rutgers university newark,2
348,5.0,Financial Services,credit risk,13.01,MBA,natixis corporate investment banking,rutgers business school,2
351,2.0,Hospital & Health Care,statistician,5.42,Master,memorial sloan kettering cancer center,johns hopkins bloomberg school of public health,2
332,4.0,Hospital & Health Care,clinical,3.5,Master,nyu langone health,sarah lawrence college,2
333,4.0,Financial Services,loss mitigation,21.16,Bachelor,open to new opportunity,stony brook university,2
307,3.0,Information Technology & Services,technical project,27.5,Bachelor,hypr the identity assurance company,rutgers university,2
285,3.0,Computer Software,sales account,0.84,Bachelor,self employed,federal university calabar,2
270,4.0,Financial Services,campus ambassador,4.24,Bachelor,alpfa columbia university,barnard college,2
194,1.0,Computer Software,web designer,0.33,Bachelor,la cima elementary charter school,nyu tandon school of engineering,2
262,5.0,Information Technology & Services,data architect,18.34,Bachelor,slalom,vellore institute of technology,2
