numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,2.0,Venture Capital & Private Equity,spring,5.51,Bachelor,invus,vanderbilt university,1
429,2.0,Non-profit Organizations,relations,8.59,Bachelor,u s department of housing and urban development,southern illinois university carbondale,1
447,1.0,Information Technology & Services,help technician,6.5,Bachelor,phillips nizer llp,syracuse university,1
500,4.0,Management Consulting,development consultant,9.99,Bachelor,black glass,terra do,1
500,4.0,Retail,key account sales,29.42,Bachelor,rye beverage,kaplan university,1
394,5.0,Staffing & Recruiting,web developer,6.83,Bachelor,third republic,queens college,1
418,5.0,Retail Apparel and Fashion,key holder,9.24,Associate,macy s,rutgers business school,1
500,3.0,IT Services and IT Consulting,software engineer analyst,16.91,Bachelor,nomura,biju patnaik university of technology odisha,1
500,4.0,Management Consulting,equity analyst,6.17,Bachelor,success academy charter schools,indiana university kelley school of business,1
500,6.0,Advertising Services,advertising,29.49,Bachelor,king features a unit of hearst,kean university,1
500,2.0,Investment Banking,software engineering,16.0,MBA,stealth,mit sloan school of management,1
500,2.0,Financial Services,research analyst,5.84,Bachelor,cqs,northeastern university,1
467,6.0,Financial Services,investment,36.16,Bachelor,brown advisory,penn state university,1
500,4.0,Advertising Services,video editor,31.17,Bachelor,freelance clutch edit,the new school,1
500,4.0,Marketing & Advertising,marketing analyst,4.75,Bachelor,google,saïd business school university of oxford,1
500,6.0,Information Technology & Services,data architect,34.26,Bachelor,birlasoft,project management institute,1
500,3.0,Management Consulting,researcher,7.41,Bachelor,putnam,university of california berkeley,1
500,6.0,Design,ux ui designer,12.25,Bachelor,startupbootcamp,tyumen institute of finance and economics,1
345,2.0,Internet,web designer,7.75,Bachelor,david goliath,general assembly,1
500,6.0,Financial Services,equity,10.34,Bachelor,cypress forest holdings,wharton school university of pennsylvania,1
415,5.0,Banking,broker,4.58,Bachelor,bank of america,university of arizona,1
500,4.0,Hospitality,seller,6.92,Bachelor,the marmara park avenue,stockton university,1
500,2.0,Restaurants,cook,6.83,Bachelor,noho hospitality group,the culinary institute of america,1
500,1.0,Computer Software,teaching,12.18,Bachelor,yale university office of undergraduate admissions,yale university,1
500,2.0,Retail Apparel and Fashion,art,19.75,Bachelor,hugo boss,fashion institute of technology,1
500,5.0,Architecture and Planning,architect,16.42,Bachelor,evos construction turnkey solutions,mississippi state university,1
500,4.0,Advertising Services,marketing consultant,9.32,Bachelor,zelis,university of arizona eller college of management,1
500,6.0,Public Relations and Communications Services,communications,19.42,Bachelor,msl global,university of cincinnati,1
424,1.0,Medical Practice,host,3.17,Bachelor,patel kavita dds,touro college of dental medicine,1
500,4.0,Hospitality,consulting,14.91,Bachelor,eliseai,cornell university,1
500,1.0,Financial Services,client support,7.17,Bachelor,fidelity investments,rutgers business school,1
500,5.0,Public Relations & Communications,journalist,13.08,Bachelor,iff,fashion institute of technology,1
500,2.0,Insurance,underwriting,3.5,Bachelor,berkshire hathaway specialty insurance,new york university,1
500,1.0,Design,graphic design,4.51,Bachelor,it cosmetics,parsons school of design the new school,1
500,6.0,Financial Services,credit analyst,6.08,Bachelor,angelo gordon,university of maryland,1
500,2.0,Human Resources,hr coordinator,3.75,Bachelor,yai,dublin city university,1
500,5.0,Hospital & Health Care,development,6.42,Bachelor,free market health,university of geneva,1
500,3.0,Investment Banking,investment banking analyst,1.17,Bachelor,ubs,florida international university,1
500,3.0,Education Management,teacher,12.17,Bachelor,command education,dartmouth college,1
500,1.0,Political Organization,administrative,14.32,Bachelor,communities united for police reform,xavier high school,1
488,5.0,Banking,directors,10.92,Bachelor,ubs,nyu stern school of business,1
473,1.0,Publishing,communication,5.66,Bachelor,f a davis company,seton hall university,1
500,5.0,Computer Software,communications coordinator,18.51,Bachelor,mozilla,skidmore college,1
500,4.0,Marketing & Advertising,marketing communications,6.92,Bachelor,tripleseat,merrimack college,1
500,3.0,Media Production,creative,15.83,Bachelor,constell media,mit sloan executive education,1
500,4.0,Financial Services,unemployed,42.49,Bachelor,happily retired enjoying a new beginning,university of delaware,1
437,2.0,Design,product designer,1.66,Bachelor,bombas,university of the andes,1
500,6.0,Hospitality,business developer,9.25,Bachelor,blacktail,suny empire state college,1
444,2.0,Graphic Design,designer,15.67,Bachelor,american christmas llc,savannah college of art and design,1
500,5.0,Financial Services,treasurer,6.0,Bachelor,long ridge partners,northeastern university,1
500,2.0,Marketing & Advertising,digital media,3.59,Bachelor,edo,university of denver daniels college of business,1
432,1.0,Government Administration,stage,6.91,Bachelor,national park service,university of virginia,1
478,1.0,Financial Services,substitute teacher,6.5,Bachelor,s p global,louisiana state university,1
500,2.0,Marketing & Advertising,promotions,5.49,Bachelor,bbdo new york,boston university,1
354,1.0,Publishing,press,7.83,Bachelor,w w norton company inc,università degli studi di padova,1
500,1.0,Consumer Services,front house,18.25,Bachelor,confidential,saint peter s university,1
500,6.0,Internet,contributor,8.25,Bachelor,teachup ai,fullstack academy,1
500,3.0,Newspapers,photographer,15.33,Bachelor,people magazine people com,boston university,1
415,2.0,Research,physician,10.4,Bachelor,beth israel deaconess medical center,university of miami,1
500,4.0,Outsourcing/Offshoring,law,3.75,Bachelor,spring health,lehman college,1
500,2.0,Online Media,marketing communications,13.42,Bachelor,apollo theater,rutgers university mason gross school of the arts,1
500,5.0,Cosmetics,brand marketing,12.59,Bachelor,colgate palmolive,lebanese american university,1
500,3.0,Computer Software,business account,4.41,Bachelor,dow jones,dickinson college,1
500,6.0,Financial Services,wealth,4.17,Bachelor,j p morgan,university of chicago,1
500,2.0,Marketing & Advertising,communications coordinator,17.5,Bachelor,brooklyn college,queens college,1
500,4.0,Marketing & Advertising,sales representative,4.84,Bachelor,undercover snacks,indiana university bloomington,1
500,6.0,Information Technology & Services,nanny,10.66,Bachelor,pwc,villanova university,1
500,5.0,Higher Education,writer,9.08,Bachelor,columbia university,the studio new york,1
500,5.0,Computer Software,strategic accounts,19.66,Bachelor,vimeo,villanova university,1
500,6.0,Financial Services,strategic,18.83,Bachelor,seeklab,coursera,1
500,5.0,Real Estate,investment,32.08,Bachelor,rfr holding llc,the wharton school,1
500,4.0,Financial Services,business services,3.42,Bachelor,crowe,texas mccombs school of business,1
441,5.0,Non-profit Organization Management,producer,23.0,Bachelor,the municipal art society of new york,university at buffalo,1
500,3.0,Public Relations & Communications,photographer,6.34,Bachelor,codeword,saint louis university,1
500,2.0,Government Administration,event,17.65,Bachelor,nyc department of parks recreation,ohio wesleyan university,1
500,4.0,Human Resources,relations,8.08,Bachelor,compass,baruch college zicklin school of business,1
500,4.0,Investment Management,capital markets,5.5,Bachelor,intermediate capital group icg,carnegie mellon university tepper school of business,1
443,1.0,Electrical & Electronic Manufacturing,quality engineer,3.33,Bachelor,narda miteq,stony brook university,1
500,5.0,Law Practice,marketing business development,26.84,Bachelor,farrell fritz p c,university at albany,1
500,1.0,Graphic Design,graphic design,8.58,Bachelor,paloma studio,parsons school of design the new school,1
500,5.0,Food Production,professor,12.41,Bachelor,little spoon,university of connecticut,1
500,3.0,"Health, Wellness & Fitness",style,19.07,Bachelor,savvy intrapreneur,the art institute of fort lauderdale,1
500,3.0,Real Estate,resident,7.83,Bachelor,copperwood real estate,fordham university,1
500,2.0,Architecture & Planning,architect,8.17,Bachelor,populous,school of architecture at syracuse university,1
457,4.0,Investment Management,capital markets,12.08,Bachelor,spf investment management,baruch college,1
500,2.0,Internet,software engineer,3.0,Bachelor,meta,rutgers university,1
500,3.0,Marketing & Advertising,site,8.17,Bachelor,yelp,suny oneonta,1
500,7.0,Marketing & Advertising,strategist,19.5,Bachelor,officina 1397,williston northampton school,1
500,4.0,Medical Device,sales representative,28.16,Bachelor,american endovascular amputation prevention,susquehanna university,1
500,2.0,Accounting,project coordinator,15.0,Bachelor,jrm construction management,state university of new york at oswego,1
416,1.0,Real Estate,real estate broker,9.91,MBA,compass,chapman university the george l argyros school of business and economics,1
500,3.0,Apparel & Fashion,photographer,13.17,Bachelor,circle 5 showroom,fidm,1
500,6.0,Financial Services,markets,37.58,Bachelor,trade treasury payments ttp,the london school of economics and political science lse,1
500,4.0,Investment Management,portfolio,32.66,Bachelor,elequin capital lp,brown university,1
500,3.0,Research,investment analyst,1.67,Bachelor,nasdaq,university of michigan stephen m ross school of business,1
500,2.0,Sports,promotions,6.83,Bachelor,new york mets,elon university,1
500,6.0,Commercial Real Estate,directors,19.58,Bachelor,vail resorts,cornell university,1
500,5.0,Real Estate,advertising,14.16,Bachelor,colliers,syracuse university school of information studies,1
500,5.0,"Health, Wellness & Fitness",commercial,12.92,Bachelor,audible,general assembly,1
500,1.0,Information Technology & Services,stage,23.25,Bachelor,site and scene podcast,binghamton university,1
500,6.0,Advertising Services,marketing consultant,33.18,Bachelor,regal resilience,st thomas university,1
500,2.0,Fine Art,social,3.34,Bachelor,whitney museum of american art,new york university,1
500,5.0,Commercial Real Estate,broker,7.92,Bachelor,cbre,union college,1
500,2.0,Marketing & Advertising,public relations,3.25,Bachelor,servicenow,tulane university,1
500,5.0,Architecture & Planning,design,17.0,Bachelor,gregory tuck architecture,university of technology sydney,1
500,3.0,Management Consulting,business analyst,1.59,MBA,jman group,texas mccombs school of business,1
500,1.0,Management Consulting,research,26.43,Bachelor,columbia school of social work,columbia university in the city of new york,1
500,5.0,Biotechnology Research,human resources business,21.85,Bachelor,regeneron pharmaceuticals inc,muhlenberg college,1
413,2.0,Financial Services,investment banking analyst,2.33,empty,evercore,brigham young university,1
500,4.0,Computer Software,customer success,5.5,Bachelor,sap,davidson college,1
500,7.0,Hospitality,game designer,4.76,Bachelor,flite,new york university,1
500,1.0,Law Practice,claims examiner,5.92,Bachelor,nfp an aon company,fordham university,1
500,3.0,Computer Software,marketing representative,8.24,Bachelor,the wall street journal,schreyer honors college at penn state,1
500,1.0,Writing & Editing,photo,5.43,Bachelor,future,fashion institute of technology,1
500,1.0,Financial Services,research,5.17,Bachelor,williams college,williams college,1
500,2.0,Computer Software,cleaner,10.25,Bachelor,something fast growing awesome,university of chicago,1
500,3.0,Cosmetics,photographer,5.09,Bachelor,nars cosmetics,fashion institute of technology,1
500,1.0,Writing & Editing,communications coordinator,8.42,Bachelor,cure copy llc,university of utah school of medicine,1
500,3.0,Banking,athlete,1.41,Bachelor,wells fargo,the wharton school,1
500,1.0,Financial Services,banquet server,6.0,Bachelor,ubs,denison university,1
453,3.0,Sports,cleaner,11.02,Bachelor,kennedys,rutgers university camden,1
500,1.0,Broadcast Media,crew,6.0,Bachelor,msnbc,northwestern university,1
500,2.0,Financial Services,writer,9.49,Bachelor,bloomberg lp,university of california davis,1
500,4.0,Sports,investment analyst,13.0,Bachelor,altair quant macro fund management llc,william mary,1
500,1.0,Computer Software,software engineering,1.34,Bachelor,stealth startup,columbia university,1
500,1.0,Entertainment,social media,5.5,Bachelor,legoland new york resort,suny oneonta,1
500,2.0,Non-profit Organization Management,trader,3.0,Bachelor,chimera securities,wake forest university,1
363,3.0,Research,writer,3.25,Bachelor,columbia university,barnard college,1
500,1.0,Fine Art,video editor,14.42,Bachelor,welcome change productions,new york university,1
422,2.0,Biotechnology,research technician,6.41,Bachelor,memorial sloan kettering cancer center,barnard college,1
500,2.0,Computer Software,software designer,8.75,Bachelor,dell technologies,boston college,1
500,1.0,Law Enforcement,clerical,21.34,Bachelor,new jersey state police,montclair state university,1
500,1.0,Law Practice,student worker,1.92,Bachelor,proskauer rose llp,colby college,1
500,1.0,Judiciary,campaign,1.25,Bachelor,alvin bragg for manhattan district attorney,fordham university,1
500,2.0,Financial Services,analyst,4.25,Bachelor,citadel,indiana university bloomington,1
445,1.0,Government Administration,student worker,4.0,Bachelor,alliance for living,connecticut college,1
500,2.0,Media Production,crew,4.58,Bachelor,cnn,fordham university,1
500,3.0,Financial Services,financial,3.16,Bachelor,ekcl llc,new york university,1
500,1.0,Higher Education,substitute teacher,19.75,Bachelor,henry luce foundation inc,hunter college,1
416,2.0,Financial Services,sales consultant,0.33,Bachelor,brighthouse financial,the ohio state university fisher college of business,1
500,2.0,Financial Services,business development officer,5.5,Bachelor,ars investment partners llc,columbia university,1
500,2.0,Investment Banking,teaching,2.17,Bachelor,jpmorgan chase co,fordham gabelli school of business,1
500,1.0,Biotechnology,research scientist,1.75,Bachelor,momentive,fordham university,1
500,3.0,Computer Software,student,2.17,Bachelor,ccny grove school of engineering,the city college of new york,1
454,4.0,Retail,site,23.49,Bachelor,l oréal,florida southern college,1
500,2.0,Public Safety,affairs,16.49,Bachelor,henry schein,stony brook university,1
500,2.0,Medical Practice,physician,2.08,Bachelor,bronxcare health system,nri medical college guntur,1
500,3.0,Financial Services,portfolio analyst,2.58,Bachelor,bny wealth,georgia college state university,1
500,1.0,Apparel & Fashion,style,6.17,Bachelor,danielle frankel,indiana university bloomington,1
500,1.0,Civic & Social Organization,secretary,0.84,Bachelor,the switch,university of wisconsin madison,1
500,3.0,Management Consulting,spring,0.58,Bachelor,deloitte,wake forest university,1
428,1.0,Non-profit Organization Management,student,3.74,Bachelor,nyu department of history,new york university,1
500,1.0,Construction,research,1.75,Bachelor,national science foundation nsf,new jersey institute of technology,1
500,1.0,Publishing,teaching,12.0,Bachelor,court appointed special advocates of new york state casanys,northwestern university,1
500,3.0,Staffing & Recruiting,strategy,10.09,Bachelor,college nannies sitters and tutors,arizona state university,1
500,4.0,Marketing & Advertising,content,5.58,Bachelor,preply,istanbul technical university,1
500,1.0,Financial Services,client services,2.75,Bachelor,alphasights,seton hall university,1
500,4.0,Computer Software,marketing consultant,3.66,Bachelor,otter,occidental college,1
461,3.0,Computer Software,ambassador,23.41,Bachelor,fti consulting,boston college,1
500,1.0,Non-profit Organization Management,research,5.75,Bachelor,university of delaware,university of delaware,1
478,3.0,Media Production,social media,10.33,Bachelor,sloomoo institute,university at albany suny,1
500,2.0,Financial Services,photographer,3.34,Bachelor,morgan stanley,florida atlantic university college of business,1
500,1.0,Marketing & Advertising,cashier sales,2.66,Bachelor,sotheby s,boston university,1
500,5.0,Financial Services,investment banking,8.5,Bachelor,jefferies,schreyer honors college at penn state,1
500,2.0,Financial Services,student worker,3.59,Bachelor,industrial and commercial bank of china,baruch college,1
500,1.0,Marketing & Advertising,student worker,0.75,Bachelor,salesforce,new york university,1
500,3.0,Computer Software,application developer,2.34,Bachelor,horizon blue cross blue shield of new jersey,rutgers university new brunswick,1
494,3.0,Apparel & Fashion,hr business,3.0,Bachelor,skims,benjamin n cardozo high school,1
500,3.0,Design,designer,23.92,Bachelor,self employed,pratt institute,1
500,2.0,Information Technology & Services,teaching,7.17,Bachelor,princeton university,princeton university,1
500,5.0,Marketing & Advertising,art,8.0,Bachelor,gotham,san jose state university,1
457,1.0,Music,mechanical engineering,4.0,Bachelor,trützschler group,ahmedabad international school,1
500,3.0,Luxury Goods & Jewelry,customer relations,8.66,Bachelor,spot on networks,fashion institute of technology,1
500,4.0,Hospital & Health Care,strategist,30.48,Bachelor,hello heart,harvard business school online,1
500,3.0,Marketing & Advertising,business account,9.75,Bachelor,ogilvy,tulane university,1
379,1.0,Information Technology & Services,technical support,22.08,Bachelor,tritech communications inc,university at buffalo,1
500,4.0,Security and Investigations,marketing communications,38.75,Bachelor,mckinsey company,the interdisciplinary center,1
500,2.0,Entertainment,marketing representative,8.75,Bachelor,the walt disney company,loyola university maryland,1
382,5.0,Environmental Services,environment health safety,6.83,Bachelor,bristol myers squibb,colorado state university,1
500,2.0,Computer Software,research engineer,14.0,Bachelor,amazon web services aws,pamukkale üniversitesi paü,1
500,6.0,Hospital & Health Care,project development,38.09,Bachelor,valley health system,the city college of new york,1
500,4.0,Publishing,unemployed,38.32,Bachelor,december publishing inc,university of missouri saint louis,1
500,2.0,Financial Services,engineer,4.33,Bachelor,bridgewater associates,the wharton school,1
500,2.0,Retail,hostess,12.84,Bachelor,iyer worldwide services,mumbai university mumbai,1
500,5.0,Manufacturing,customer success,9.0,Bachelor,linkedin,michigan state university eli broad college of business,1
500,1.0,Financial Services,analyst,7.42,Bachelor,obra capital,duke university,1
473,1.0,Financial Services,account officer,2.33,Bachelor,point72,fordham gabelli school of business,1
373,5.0,Sports,unemployed,14.57,Bachelor,img,new york university,1
500,5.0,Software Development,software engineering,15.76,Bachelor,reddit inc,carnegie mellon university,1
500,6.0,Venture Capital and Private Equity Principals,strategic,23.25,Bachelor,beautymatter,georgetown university,1
500,3.0,Financial Services,investment analyst,25.75,Bachelor,longwave real estate,fairfield university,1
500,7.0,Online Media,directors,30.34,Bachelor,time,hobart and william smith colleges,1
500,2.0,Management Consulting,event coordinator,20.08,Bachelor,dial car inc,new england college,1
500,7.0,Information Technology & Services,technology officer,3.25,Bachelor,simplify tech,new york university,1
419,3.0,Computer Software,software engineering,9.58,Bachelor,galvanize inc,tsinghua university,1
380,5.0,Investment Management,investments,16.0,Bachelor,mae advisors llc,bucknell university,1
354,2.0,Financial Services,wealth,1.33,High School,morgan stanley,tulane university,1
389,3.0,Financial Services,investment analyst,6.0,empty,lawrence evans co llc,university of rochester,1
500,6.0,Financial Services,research engineer,24.34,Bachelor,sixth street,northeastern university,1
500,1.0,Higher Education,student,0.84,Bachelor,yale law journal,yale university,1
500,2.0,Financial Services,portfolio analyst,7.66,MBA,altum capital management llc,st john s university,1
500,6.0,Computer Software,resident,22.58,Bachelor,subway,harvard university,1
500,5.0,Professional Training & Coaching,marketing communications,23.0,Bachelor,guidewell education,colby college,1
500,2.0,Apparel & Fashion,digital designer,4.59,Bachelor,amorepacific,school of visual arts,1
500,1.0,Writing & Editing,writer,9.25,Bachelor,freelance,elon university,1
432,1.0,Government Administration,social media,11.41,High School,community lifestyle,monmouth university,1
500,7.0,Education Management,directors,23.66,Bachelor,democracy prep public schools,caldwell university,1
500,2.0,Political Organization,equity research,3.32,Bachelor,zuanic associates llc,fordham gabelli school of business,1
337,1.0,Research,writer,4.5,Bachelor,yale university,yale university,1
455,4.0,Computer Software,solutions architect,10.33,Bachelor,nbcuniversal,hunter college,1
500,2.0,Financial Services,analyst,4.5,Bachelor,waterfall asset management llc,columbia university,1
500,2.0,Financial Services,investment analyst,5.16,Bachelor,barings,university of north carolina at chapel hill,1
459,1.0,Computer Software,application analyst,6.75,Bachelor,alvita care,queens college,1
500,5.0,Marketing & Advertising,creative,0.67,Bachelor,praetors pvt ltd,institute of business administration,1
500,2.0,Restaurants,spring,2.83,Bachelor,ubs,southern methodist university,1
500,1.0,Management Consulting,investment analyst,9.51,Bachelor,company ventures,baruch college,1
500,2.0,Think Tanks,research engineer,11.83,Bachelor,penn state university,rutgers school of engineering,1
437,2.0,Design,clinical project,3.83,Bachelor,k health,fordham university,1
500,1.0,Publishing,social media,1.67,Bachelor,her campus media,parsons school of design the new school,1
500,3.0,Financial Services,spring,13.75,Bachelor,providence equity partners,ucla,1
500,1.0,Research,resident,12.92,Bachelor,barnard college,barnard college,1
413,1.0,Real Estate,spring,0.25,Bachelor,bbg inc,wisconsin school of business,1
500,3.0,Investment Banking,investment banking analyst,5.0,Bachelor,wells fargo,dartmouth college,1
500,2.0,Information Technology & Services,student worker,1.84,Bachelor,outfront media,montclair state university,1
500,2.0,Computer Software,software engineer,1.33,Bachelor,mathworks,university of toronto,1
484,2.0,Financial Services,help technician,21.67,Bachelor,the tudor group,new york university polytechnic school of engineering,1
500,1.0,Writing & Editing,editorial,9.83,Bachelor,gagosian,columbia university,1
478,1.0,Marketing & Advertising,retail salesperson,4.41,Bachelor,reformation,purchase college suny,1
500,1.0,Biotechnology,mechanical engineering,4.08,Bachelor,cellino,columbia university,1
500,1.0,Retail,industrial engineer,9.42,Bachelor,spacex,carnegie mellon university,1
439,2.0,Hospital & Health Care,teacher,0.34,Bachelor,elevate education,the city college of new york,1
500,3.0,Pharmaceuticals,medical writer,45.33,Bachelor,cognitive research corporation,university of pennsylvania,1
440,2.0,Management Consulting,wealth,0.25,Bachelor,seasons of advice wealth management,southern methodist university,1
500,2.0,Information Technology & Services,merchandise,4.0,Bachelor,burlington stores inc,rutgers university new brunswick,1
442,2.0,Research,clinical research,3.91,Bachelor,the parsons research center for psychedelic healing,hamilton college,1
500,2.0,Higher Education,teaching,1.25,Bachelor,publicolor,new york university,1
500,1.0,Civic & Social Organization,lifeguard,14.16,Bachelor,city national bank,the george washington university,1
500,1.0,Fine Art,photographer,2.16,Bachelor,dyckman farmhouse museum,riverdale country school,1
500,4.0,Financial Services,investments,5.25,Bachelor,goldman sachs,cornell university,1
447,1.0,Marketing & Advertising,graphic design,9.26,Bachelor,coloring on canvas,purchase college suny,1
383,3.0,Government Administration,architect,2.17,Bachelor,interboro partners,new jersey institute of technology,1
500,2.0,Financial Services,brand ambassador,6.33,Bachelor,s p global,university of vermont,1
500,1.0,Public Relations & Communications,creative,19.56,Bachelor,fox entertainment,new york university,1
500,3.0,Accounting,spring,9.08,Bachelor,bdo usa,iona university,1
500,1.0,Media Production,computer technician,7.17,Bachelor,new york city police department,hofstra university,1
500,1.0,Higher Education,student,1.83,Bachelor,jane street,carnegie mellon university,1
500,1.0,Law Practice,student worker,0.66,Bachelor,cross county savings bank,archbishop molloy high school,1
497,1.0,Performing Arts,writer,3.0,Bachelor,broadcast music inc bmi,northeastern university,1
500,1.0,Professional Training & Coaching,teaching,3.42,Bachelor,university of maryland robert h smith school of business,university of maryland robert h smith school of business,1
500,5.0,Higher Education,editor,5.49,Bachelor,saban onyx inc,queens college,1
500,2.0,Management Consulting,marketing research,7.24,Bachelor,analytic partners,university of richmond,1
500,6.0,Architecture & Planning,writer,34.33,Bachelor,nelson worldwide,university of maryland,1
500,3.0,Hospital & Health Care,specialty sales representative,20.75,Bachelor,natera,new york university,1
500,5.0,Financial Services,resident,5.68,Bachelor,u s bank,university of wisconsin milwaukee,1
500,1.0,Non-profit Organization Management,social media,5.98,Bachelor,cypress hills local development corporation,brown university,1
500,2.0,Computer Software,developer,6.84,Bachelor,everstory,university of michigan,1
500,4.0,Computer Software,talent acquisition,9.08,Bachelor,tiktok,rutgers university newark,1
425,1.0,Computer Software,software engineering,1.08,Bachelor,vibranium labs,njit ying wu college of computing,1
500,2.0,Primary/Secondary Education,financial adviser,5.16,Bachelor,premium merchant funding,university of connecticut,1
500,2.0,Financial Services,lifeguard,9.75,Bachelor,gallagher,emory university goizueta business school,1
500,1.0,Non-profit Organization Management,student worker,2.92,Bachelor,international rescue committee,new york university,1
500,1.0,Fine Art,stage,1.5,Bachelor,nino mier gallery,new york university,1
500,3.0,Computer Software,art,27.5,Bachelor,9j concept store,fashion institute of technology,1
500,1.0,Financial Services,logistics coordinator,1.84,Bachelor,nyu model united nations,new york university,1
500,1.0,Financial Services,crew,0.83,empty,lohss construction inc,providence college,1
500,1.0,Apparel & Fashion,graphic designer,4.25,Bachelor,wonton design,parsons school of design the new school,1
500,3.0,Financial Services,financial adviser,24.9,Bachelor,epic wealth management llc,the wharton school,1
500,3.0,Financial Services,equity analyst,0.59,Bachelor,morgan stanley,university of wisconsin madison,1
500,1.0,Marketing & Advertising,brand marketing,7.33,Bachelor,haddad brands,s i newhouse school of public communications at syracuse university,1
500,4.0,Entertainment,marketing consultant,3.42,Bachelor,vevo,franklin marshall college,1
500,1.0,Food & Beverages,spring,0.25,Bachelor,the wc group,new york university,1
500,1.0,Computer Software,software engineering,1.0,Bachelor,brown university school of engineering,brown university,1
500,2.0,Design,user researcher,3.57,Bachelor,gensler,pratt institute,1
500,6.0,Computer Software,directors,12.42,Bachelor,alphasense,brown university,1
391,5.0,Entertainment,teaching,14.41,Bachelor,hallmark media,st john s university,1
394,1.0,Higher Education,teaching,12.4,Bachelor,lafayette college writing program,lafayette college,1
413,2.0,Financial Services,client service,11.41,Bachelor,corient,high point regional high school,1
453,1.0,Financial Services,event coordinator,0.24,Bachelor,celebrations in the kitchen,stony brook university college of business,1
500,5.0,Professional Training & Coaching,creative,3.25,Bachelor,w signature,harvard extension school,1
500,1.0,Public Relations & Communications,graphic designer,7.99,Bachelor,merged media,northeastern university,1
500,4.0,Advertising Services,software engineering,11.08,Bachelor,evolutioniq,new york institute of technology,1
500,1.0,Apparel & Fashion,supply chain analyst,6.58,Bachelor,core home,university of wisconsin madison,1
429,3.0,Venture Capital & Private Equity,operations,14.83,Bachelor,apax,hunter college,1
500,1.0,Law Practice,law,3.16,Bachelor,new york supreme court appellate division first department,baruch college,1
500,1.0,Financial Services,campus ambassador,0.08,Bachelor,ncaa,yeshiva university,1
500,3.0,Computer Networking Products,software designer,11.33,Bachelor,siemens,comsats university islamabad,1
409,1.0,Accounting,financial analyst,2.0,Bachelor,becker electronics,zicklin school of business,1
500,1.0,Computer Software,software engineering,3.5,Bachelor,neuralseek,rutgers university new brunswick,1
500,5.0,Advertising Services,media planner,5.42,Bachelor,mindshare,ithaca college,1
418,1.0,Computer & Network Security,data scientist,2.25,Bachelor,shraddha infosystems,rutgers university new brunswick,1
500,4.0,Investment Management,investment analyst,1.0,Bachelor,abs global investments,university of auckland,1
500,2.0,Computer Software,recruitment coordinator,3.75,Bachelor,justworks,university of arizona,1
500,1.0,Investment Banking,equity,2.58,Bachelor,canyon partners llc,nyu stern school of business,1
500,6.0,Management Consulting,compensation,8.92,Bachelor,accordion,the university of connecticut school of business,1
398,3.0,Hospital & Health Care,clinical,7.5,Bachelor,memorial sloan kettering cancer center,long island university,1
